wavelength,fractal_dimension,fraction_of_coating,equi_mobility_dia,mie_epsilon,length_scale_factor,m_real_bc,m_im_bc,m_real_organics,m_im_organics,volume_total,volume_bc,volume_organics,density_bc,density_organics,mass_bc,mass_organics,mass_total,mr_total/bc,mr_nonBC/BC,q_ext,q_abs,q_sca,g,c_geo,c_ext,c_abs,c_sca,ssa,mac_total,mac_bc,mac_organics
660,2.2,60,1040.68511,2,0.095199777,2,0.63,1.47,0,32005279.26,12723450.25,19281829.02,1.5,1.1,1.91E-14,2.12E-14,4.03E-14,2.1113344,1.1113344,1.2758,0.79002,0.48577,0.84027,121872.358,0.155484754,0.0962816,0.059201935,0.380757172,2.389406942,5.044837072,4.539441119
660,2.2,60,1098.134816,2,0.095199777,2,0.63,1.47,0,35561421.41,14137166.94,21424254.46,1.5,1.1,2.12E-14,2.36E-14,4.48E-14,2.1113344,1.1113344,1.3282,0.81574,0.51244,0.84583,130740.5199,0.173649558,0.106650272,0.066996672,0.385815389,2.382052324,5.029309013,4.525468674
660,2.2,70,35.585536,2,0.095199777,2,0.63,1.47,0,47079.58916,14137.16694,32942.42222,1.5,1.1,2.12E-17,3.62E-17,5.74E-17,2.708813116,1.708813116,0.065607,0.064833,0.00077431,0.0056501,1576.32553,0.000103418,0.000102198,0.00000122,0.011802247,1.779136781,4.819349049,2.820290296
660,2.2,70,50.6755895,2,0.095199777,2,0.63,1.47,0,94159.17832,28274.33388,65884.84443,1.5,1.1,4.24E-17,7.25E-17,1.15E-16,2.708813116,1.708813116,0.085658,0.083717,0.001941,0.017379,2502.260804,0.000214339,0.000209482,0.00000486,0.02265988,1.823406696,4.939267974,2.890467031
660,2.2,70,62.31682979,2,0.095199777,2,0.63,1.47,0,141238.7675,42411.50082,98827.26665,1.5,1.1,6.36E-17,1.09E-16,1.72E-16,2.708813116,1.708813116,0.10019,0.096898,0.0032959,0.025459,3278.889235,0.000328512,0.000317718,0.0000108,0.032896497,1.84368879,4.994208377,2.922618237
660,2.2,70,72.16458314,2,0.095199777,2,0.63,1.47,0,188318.3566,56548.66776,131769.6889,1.5,1.1,8.48E-17,1.45E-16,2.3E-16,2.708813116,1.708813116,0.11238,0.10758,0.0047931,0.031854,3972.091433,0.000446384,0.000427318,0.000019,0.042650828,1.859765112,5.037756128,2.948102447
660,2.2,70,80.86269546,2,0.095199777,2,0.63,1.47,0,235397.9458,70685.83471,164712.1111,1.5,1.1,1.06E-16,1.81E-16,2.87E-16,2.708813116,1.708813116,0.12278,0.1164,0.0063895,0.03825,4609.203811,0.000565918,0.000536511,0.0000295,0.052040235,1.867997106,5.060055062,2.961151816
660,2.2,70,88.74229365,2,0.095199777,2,0.63,1.47,0,282477.535,84823.00165,197654.5333,1.5,1.1,1.27E-16,2.17E-16,3.45E-16,2.708813116,1.708813116,0.13237,0.1243,0.0080693,0.044367,5204.91222,0.000688974,0.000646971,0.000042,0.060960187,1.877157006,5.084867519,2.975672103
660,2.2,70,96.00050378,2,0.095199777,2,0.63,1.47,0,329557.1241,98960.16859,230596.9555,1.5,1.1,1.48E-16,2.54E-16,4.02E-16,2.708813116,1.708813116,0.14193,0.13205,0.0098778,0.049605,5768.257012,0.000818689,0.000761698,0.000057,0.06959628,1.894315353,5.131346274,3.00287154
660,2.2,70,102.7659887,2,0.095199777,2,0.63,1.47,0,376636.7133,113097.3355,263539.3777,1.5,1.1,1.7E-16,2.9E-16,4.6E-16,2.708813116,1.708813116,0.15056,0.13886,0.011695,0.05514,6305.302119,0.000949326,0.000875554,0.0000737,0.077676674,1.905286918,5.161066193,3.020263681
660,2.2,70,109.1282502,2,0.095199777,2,0.63,1.47,0,423716.3024,127234.5025,296481.8,1.5,1.1,1.91E-16,3.26E-16,5.17E-16,2.708813116,1.708813116,0.15852,0.14496,0.013554,0.060751,6820.364454,0.001081164,0.00098868,0.0000924,0.085503407,1.912408054,5.18035602,3.031552117
660,2.2,70,115.1525373,2,0.095199777,2,0.63,1.47,0,470795.8916,141371.6694,329424.2222,1.5,1.1,2.12E-16,3.62E-16,5.74E-16,2.708813116,1.708813116,0.16633,0.15086,0.01547,0.066225,7316.654978,0.001216979,0.001103791,0.000113189,0.093007876,1.921560179,5.205147417,3.04606008
660,2.2,70,126.3734806,2,0.095199777,2,0.63,1.47,0,564955.0699,169646.0033,395309.0666,1.5,1.1,2.54E-16,4.35E-16,6.89E-16,2.708813116,1.708813116,0.18109,0.16168,0.019411,0.076563,8262.283134,0.001496217,0.001335846,0.000160379,0.107189795,1.937949424,5.249542817,3.072040335
660,2.2,70,136.7095362,2,0.095199777,2,0.63,1.47,0,659114.2482,197920.3372,461193.911,1.5,1.1,2.97E-16,5.07E-16,8.04E-16,2.708813116,1.708813116,0.19526,0.17182,0.023446,0.087328,9156.537249,0.001787905,0.001573276,0.000214684,0.120075796,1.956339647,5.299358495,3.101192544
660,2.2,70,146.3439264,2,0.095199777,2,0.63,1.47,0,753273.4265,226194.6711,527078.7555,1.5,1.1,3.39E-16,5.8E-16,9.19E-16,2.708813116,1.708813116,0.20739,0.18,0.027392,0.098301,10009.04322,0.002075775,0.001801628,0.000274168,0.132079657,1.960254221,5.309962346,3.107397934
660,2.2,70,155.404106,2,0.095199777,2,0.63,1.47,0,847432.6049,254469.0049,592963.5999,1.5,1.1,3.82E-16,6.52E-16,1.03E-15,2.708813116,1.708813116,0.21949,0.18808,0.031412,0.10901,10826.65371,0.002376342,0.002036277,0.000340087,0.143113581,1.969389726,5.334708721,3.121879549
660,2.2,70,163.9829932,2,0.095199777,2,0.63,1.47,0,941591.7832,282743.3388,658848.4443,1.5,1.1,4.24E-16,7.25E-16,1.15E-15,2.708813116,1.708813116,0.23138,0.19587,0.035507,0.11923,11614.46581,0.002687355,0.002274925,0.000412395,0.153457516,1.980179127,5.363935191,3.138982924
660,2.2,70,176.0981154,2,0.095199777,2,0.63,1.47,0,1082830.551,325154.8396,757675.711,1.5,1.1,4.88E-16,8.33E-16,1.32E-15,2.708813116,1.708813116,0.2469,0.20552,0.041379,0.13533,12748.65788,0.003147644,0.002620104,0.000527527,0.167594168,1.983161272,5.372013265,3.143710225
660,2.2,70,187.4605639,2,0.095199777,2,0.63,1.47,0,1224069.318,367566.3405,856502.9777,1.5,1.1,5.51E-16,9.42E-16,1.49E-15,2.708813116,1.708813116,0.2612,0.21414,0.047054,0.15185,13834.43651,0.003613555,0.002962506,0.000650966,0.180145482,1.983596055,5.373191011,3.144399443
660,2.2,70,198.1967326,2,0.095199777,2,0.63,1.47,0,1365308.086,409977.8413,955330.2443,1.5,1.1,6.15E-16,1.05E-15,1.67E-15,2.708813116,1.708813116,0.27545,0.22265,0.052804,0.16687,14879.14267,0.00409846,0.003312841,0.000785678,0.191700853,1.988702961,5.387024665,3.152494918
660,2.2,70,205.0538725,2,0.095199777,2,0.63,1.47,0,1459467.264,438252.1752,1021215.089,1.5,1.1,6.57E-16,1.12E-15,1.78E-15,2.708813116,1.708813116,0.28453,0.228,0.056528,0.17727,15555.60972,0.004426038,0.003546679,0.000879328,0.198671493,1.991716415,5.395187548,3.15727185
660,2.2,70,214.945204,2,0.095199777,2,0.63,1.47,0,1600706.031,480663.676,1120042.355,1.5,1.1,7.21E-16,1.23E-15,1.95E-15,2.708813116,1.708813116,0.29713,0.23523,0.061899,0.19298,16543.66983,0.004915621,0.003891567,0.001024037,0.208322956,1.992567105,5.39749191,3.158620366
660,2.2,70,221.3032475,2,0.095199777,2,0.63,1.47,0,1694865.21,508938.0099,1185927.2,1.5,1.1,7.63E-16,1.3E-15,2.07E-15,2.708813116,1.708813116,0.30567,0.24008,0.06559,0.20227,17186.24149,0.005253318,0.004126073,0.001127246,0.214577813,1.995270136,5.404813915,3.162905214
660,2.2,70,230.5241669,2,0.095199777,2,0.63,1.47,0,1836103.977,551349.5107,1284754.466,1.5,1.1,8.27E-16,1.41E-15,2.24E-15,2.708813116,1.708813116,0.31729,0.24654,0.070746,0.2172,18128.24022,0.005751909,0.004469336,0.0012825,0.222969523,1.995013059,5.404117541,3.162497695
660,2.2,70,239.4035851,2,0.095199777,2,0.63,1.47,0,1977342.745,593761.0115,1383581.733,1.5,1.1,8.91E-16,1.52E-15,2.41E-15,2.708813116,1.708813116,0.32835,0.25282,0.075533,0.23361,19046.36501,0.006253874,0.004815302,0.001438629,0.230038069,1.995912741,5.40655461,3.163923872
660,2.2,70,247.977281,2,0.095199777,2,0.63,1.47,0,2118581.512,636172.5124,1482409,1.5,1.1,9.54E-16,1.63E-15,2.58E-15,2.708813116,1.708813116,0.33902,0.25868,0.080337,0.24869,19942.86665,0.006761031,0.005158821,0.00160215,0.23696832,1.995745849,5.406102531,3.163659314
660,2.2,70,261.6665533,2,0.095199777,2,0.63,1.47,0,2353979.458,706858.3471,1647121.111,1.5,1.1,1.06E-15,1.81E-15,2.87E-15,2.708813116,1.708813116,0.35536,0.2675,0.087867,0.27362,21394.02894,0.007602582,0.005722903,0.001879829,0.247261932,1.992570388,5.3975008,3.158625569
660,2.2,70,274.6998886,2,0.095199777,2,0.63,1.47,0,2589377.404,777544.1818,1811833.222,1.5,1.1,1.17E-15,1.99E-15,3.16E-15,2.708813116,1.708813116,0.37139,0.27629,0.095107,0.29742,22797.52509,0.008466773,0.006298728,0.002168204,0.256083901,1.993689355,5.400531875,3.160399358
660,2.2,70,287.1644333,2,0.095199777,2,0.63,1.47,0,2824775.35,848230.0165,1976545.333,1.5,1.1,1.27E-15,2.17E-15,3.45E-15,2.708813116,1.708813116,0.38606,0.28406,0.102,0.32015,24159.06244,0.009326848,0.006862623,0.002464224,0.264207636,1.991160276,5.393681072,3.156390258
660,2.2,70,299.1295541,2,0.095199777,2,0.63,1.47,0,3060173.295,918915.8512,2141257.444,1.5,1.1,1.38E-15,2.36E-15,3.73E-15,2.708813116,1.708813116,0.39907,0.29096,0.10811,0.34474,25483.24994,0.010169601,0.007414606,0.002754994,0.270904854,1.985829949,5.379242211,3.147940615
660,2.2,70,310.6515409,2,0.095199777,2,0.63,1.47,0,3295571.241,989601.6859,2305969.555,1.5,1.1,1.48E-15,2.54E-15,4.02E-15,2.708813116,1.708813116,0.41209,0.29807,0.11402,0.3681,26773.87734,0.011033247,0.00798049,0.003052757,0.276687131,1.984717997,5.376230142,3.146177947
660,2.2,70,321.7768205,2,0.095199777,2,0.63,1.47,0,3530969.187,1060287.521,2470681.666,1.5,1.1,1.59E-15,2.72E-15,4.31E-15,2.708813116,1.708813116,0.42371,0.30447,0.11924,0.39242,28034.10861,0.011878332,0.008535545,0.003342787,0.281418895,1.981240998,5.366811602,3.140666203
660,2.2,70,342.9866084,2,0.095199777,2,0.63,1.47,0,4001765.078,1201659.19,2800105.888,1.5,1.1,1.8E-15,3.08E-15,4.88E-15,2.708813116,1.708813116,0.44738,0.31727,0.13011,0.43372,30473.70038,0.013633324,0.009668391,0.003964933,0.29082659,1.980170503,5.363911831,3.138969253
660,2.2,70,363.0049527,2,0.095199777,2,0.63,1.47,0,4472560.97,1343030.859,3129530.111,1.5,1.1,2.01E-15,3.44E-15,5.46E-15,2.708813116,1.708813116,0.46896,0.32905,0.13991,0.47222,32819.22436,0.015390903,0.010799166,0.004591738,0.29834101,1.978945863,5.36059451,3.137027952
660,2.2,70,382.0146817,2,0.095199777,2,0.63,1.47,0,4943356.862,1484402.529,3458954.333,1.5,1.1,2.23E-15,3.8E-15,6.03E-15,2.708813116,1.708813116,0.48957,0.34024,0.14933,0.50636,35083.70431,0.017175929,0.01193688,0.00523905,0.305022775,1.979104943,5.361025429,3.137280126
660,2.2,70,400.156071,2,0.095199777,2,0.63,1.47,0,5414152.753,1625774.198,3788378.555,1.5,1.1,2.44E-15,4.17E-15,6.61E-15,2.708813116,1.708813116,0.50867,0.35064,0.15803,0.53803,37277.30178,0.018961845,0.013070913,0.005890932,0.310672931,1.978679242,5.359872284,3.136605304
660,2.2,70,417.5395495,2,0.095199777,2,0.63,1.47,0,5884948.645,1767145.868,4117802.777,1.5,1.1,2.65E-15,4.53E-15,7.18E-15,2.708813116,1.708813116,0.52688,0.36037,0.16651,0.56573,39408.13825,0.02076336,0.014201511,0.006561849,0.316030216,1.977843141,5.357607443,3.135279916
660,2.2,70,442.3833875,2,0.095199777,2,0.63,1.47,0,6591142.482,1979203.372,4611939.11,1.5,1.1,2.97E-15,5.07E-15,8.04E-15,2.708813116,1.708813116,0.55215,0.37397,0.17818,0.60402,42500.88105,0.023466861,0.015894054,0.007572807,0.322702164,1.976396029,5.353687486,3.132985952
660,2.2,70,465.9536067,2,0.095199777,2,0.63,1.47,0,7297336.32,2191260.876,5106075.444,1.5,1.1,3.29E-15,5.62E-15,8.9E-15,2.708813116,1.708813116,0.57644,0.38702,0.18942,0.63525,45484.87876,0.026219304,0.017603558,0.008615746,0.32860315,1.97713381,5.355685996,3.134155482
660,2.2,70,488.4301468,2,0.095199777,2,0.63,1.47,0,8003530.157,2403318.38,5600211.777,1.5,1.1,3.6E-15,6.16E-15,9.77E-15,2.708813116,1.708813116,0.59946,0.39913,0.20033,0.66183,48373.98404,0.028998268,0.019307508,0.00969076,0.334184099,1.97717276,5.355791506,3.134217227
660,2.2,70,509.9541063,2,0.095199777,2,0.63,1.47,0,8709723.994,2615375.884,6094348.11,1.5,1.1,3.92E-15,6.7E-15,1.06E-14,2.708813116,1.708813116,0.62153,0.41045,0.21107,0.68301,51179.22773,0.031809425,0.021006514,0.0108024,0.339597445,1.976740092,5.354619489,3.133531361
660,2.2,70,530.6385646,2,0.095199777,2,0.63,1.47,0,9415917.832,2827433.388,6588484.443,1.5,1.1,4.24E-15,7.25E-15,1.15E-14,2.708813116,1.708813116,0.64133,0.42095,0.22037,0.70434,53909.5748,0.034573828,0.022693236,0.011880053,0.343614052,1.975303055,5.350726825,3.131253368
660,2.2,70,563.4904965,2,0.095199777,2,0.63,1.47,0,10592907.56,3180862.562,7412044.999,1.5,1.1,4.77E-15,8.15E-15,1.29E-14,2.708813116,1.708813116,0.67416,0.43752,0.23664,0.72762,58313.29582,0.039312492,0.025513233,0.013799258,0.351014596,1.974014285,5.347235788,3.129210408
660,2.2,70,594.5972772,2,0.095199777,2,0.63,1.47,0,11769897.29,3534291.735,8235605.554,1.5,1.1,5.3E-15,9.06E-15,1.44E-14,2.708813116,1.708813116,0.70428,0.45263,0.25165,0.74731,62556.52011,0.044057306,0.028314958,0.015742348,0.357315272,1.971710818,5.340996126,3.125558948
660,2.2,70,624.213541,2,0.095199777,2,0.63,1.47,0,12946887.02,3887720.909,9059166.11,1.5,1.1,5.83E-15,9.97E-15,1.58E-14,2.708813116,1.708813116,0.73269,0.46659,0.26611,0.76284,66660.36775,0.048841385,0.031103061,0.01773899,0.363195895,1.968963879,5.33355518,3.121204496
660,2.2,70,652.537315,2,0.095199777,2,0.63,1.47,0,14123876.75,4241150.082,9882726.665,1.5,1.1,6.36E-15,1.09E-14,1.72E-14,2.708813116,1.708813116,0.75913,0.47946,0.27967,0.77672,70641.52712,0.053626102,0.033869787,0.019756316,0.368408573,1.965434234,5.323994032,3.115609298
660,2.2,70,705.9081797,2,0.095199777,2,0.63,1.47,0,16477856.21,4948008.429,11529847.78,1.5,1.1,7.42E-15,1.27E-14,2.01E-14,2.708813116,1.708813116,0.80845,0.50316,0.30529,0.79588,78287.29226,0.063291361,0.039391034,0.023900327,0.377623848,1.95928064,5.307325096,3.105854611
660,2.2,70,755.6559517,2,0.095199777,2,0.63,1.47,0,18831835.66,5654866.776,13176968.89,1.5,1.1,8.48E-15,1.45E-14,2.3E-14,2.708813116,1.708813116,0.85487,0.525,0.32987,0.80806,85576.11576,0.073156454,0.044927461,0.028228993,0.385871536,1.955326081,5.296612935,3.099585838
660,2.2,70,802.4387518,2,0.095199777,2,0.63,1.47,0,21185815.12,6361725.124,14824090,1.5,1.1,9.54E-15,1.63E-14,2.58E-14,2.708813116,1.708813116,0.89731,0.54477,0.35254,0.8179,92566.58713,0.083060924,0.0504275,0.032633425,0.392885402,1.950842608,5.284468043,3.092478629
660,2.2,70,846.7363688,2,0.095199777,2,0.63,1.47,0,23539794.58,7068583.471,16471211.11,1.5,1.1,1.06E-14,1.81E-14,2.87E-14,2.708813116,1.708813116,0.93724,0.56351,0.37373,0.8261,99302.28583,0.093070074,0.055957831,0.037112243,0.398755922,1.948310538,5.277609139,3.088464789
660,2.2,70,888.9114152,2,0.095199777,2,0.63,1.47,0,25893774.04,7775441.818,18118332.22,1.5,1.1,1.17E-14,1.99E-14,3.16E-14,2.708813116,1.708813116,0.97482,0.58083,0.39399,0.83162,105816.7379,0.103152272,0.061461536,0.041690737,0.404166923,1.945396051,5.26971434,3.08384474
660,2.2,70,929.245891,2,0.095199777,2,0.63,1.47,0,28247753.5,8482300.165,19765453.33,1.5,1.1,1.27E-14,2.17E-14,3.45E-14,2.708813116,1.708813116,1.0115,0.59703,0.41448,0.83243,112136.4345,0.113426003,0.066948815,0.046478309,0.409767672,1.942490743,5.261844403,3.079239241
660,2.2,70,967.964263,2,0.095199777,2,0.63,1.47,0,30601732.95,9189158.512,21412574.44,1.5,1.1,1.38E-14,2.36E-14,3.73E-14,2.708813116,1.708813116,1.0462,0.61211,0.43406,0.83454,118282.7684,0.123747432,0.072402065,0.051341818,0.41489199,1.939120998,5.252716394,3.073897517
660,2.2,70,1005.248681,2,0.095199777,2,0.63,1.47,0,32955712.41,9896016.859,23059695.55,1.5,1.1,1.48E-14,2.54E-14,4.02E-14,2.708813116,1.708813116,1.0778,0.62636,0.45146,0.83723,124273.3301,0.133941795,0.077839843,0.056104438,0.418871776,1.935847858,5.243850069,3.06870893
660,2.2,70,1076.092006,2,0.095199777,2,0.63,1.47,0,37663671.33,11309733.55,26353937.77,1.5,1.1,1.7E-14,2.9E-14,4.6E-14,2.708813116,1.708813116,1.138,0.65283,0.48514,0.83957,135843.6162,0.154590035,0.088682788,0.065903172,0.426309315,1.929819372,5.227520025,3.059152564
660,2.2,70,1142.713061,2,0.095199777,2,0.63,1.47,0,42371630.24,12723450.25,29648180,1.5,1.1,1.91E-14,3.26E-14,5.17E-14,2.708813116,1.708813116,1.1911,0.6768,0.51429,0.84526,146940.2978,0.175020589,0.099449194,0.075569926,0.431777349,1.923650045,5.210808474,3.049372939
660,2.2,70,1205.795092,2,0.095199777,2,0.63,1.47,0,47079589.16,14137166.94,32942422.22,1.5,1.1,2.12E-14,3.62E-14,5.74E-14,2.708813116,1.708813116,1.2414,0.69943,0.54195,0.85154,157632.553,0.195685051,0.110252937,0.085428962,0.436563557,1.919364581,5.199199953,3.042579615
660,2.2,80,40.669184,2,0.095199777,2,0.63,1.47,0,70276.23804,14137.16694,56139.0711,1.5,1.1,2.12E-17,6.18E-17,8.3E-17,3.91208644,2.91208644,0.052675,0.051569,0.0011061,0.007348,2058.874161,0.000108451,0.000106174,0.00000228,0.020998576,1.279842199,5.00685331,1.719335402
660,2.2,80,57.91495943,2,0.095199777,2,0.63,1.47,0,140552.4761,28274.33388,112278.1422,1.5,1.1,4.24E-17,1.24E-16,1.66E-16,3.91208644,2.91208644,0.069327,0.066579,0.0027484,0.022628,3268.25901,0.000226579,0.000217597,0.00000898,0.039644006,1.311479938,5.130622883,1.761837428
660,2.2,80,71.21923404,2,0.095199777,2,0.63,1.47,0,210828.7141,42411.50082,168417.2133,1.5,1.1,6.36E-17,1.85E-16,2.49E-16,3.91208644,2.91208644,0.081792,0.077145,0.0046476,0.033116,4282.630837,0.000350285,0.000330384,0.0000199,0.056822183,1.327501684,5.193301337,1.783360984
660,2.2,80,82.4738093,2,0.095199777,2,0.63,1.47,0,281104.9522,56548.66776,224556.2844,1.5,1.1,8.48E-17,2.47E-16,3.32E-16,3.91208644,2.91208644,0.092327,0.085591,0.0067358,0.04151,5188.03779,0.000478996,0.000444049,0.0000349,0.072955907,1.338163415,5.235010951,1.797683915
660,2.2,80,92.41450909,2,0.095199777,2,0.63,1.47,0,351381.1902,70685.83471,280695.3555,1.5,1.1,1.06E-16,3.09E-16,4.15E-16,3.91208644,2.91208644,0.1019,0.092934,0.0089659,0.049378,6020.184569,0.000613457,0.00055948,0.000054,0.087987242,1.348814867,5.276680352,1.811993037
660,2.2,80,101.4197642,2,0.095199777,2,0.63,1.47,0,421657.4283,84823.00165,336834.4266,1.5,1.1,1.27E-16,3.71E-16,4.98E-16,3.91208644,2.91208644,0.11086,0.099546,0.011312,0.057009,6798.252696,0.000753654,0.000676739,0.0000769,0.102038607,1.359589429,5.318831368,1.826467544
660,2.2,80,109.7148615,2,0.095199777,2,0.63,1.47,0,491933.6663,98960.16859,392973.4977,1.5,1.1,1.48E-16,4.32E-16,5.81E-16,3.91208644,2.91208644,0.11882,0.10514,0.01368,0.06517,7534.049975,0.000895196,0.00079213,0.000103066,0.115132133,1.364069008,5.336355867,1.832485394
660,2.2,80,117.4468443,2,0.095199777,2,0.63,1.47,0,562209.9044,113097.3355,449112.5688,1.5,1.1,1.7E-16,4.94E-16,6.64E-16,3.91208644,2.91208644,0.12667,0.1105,0.016169,0.072307,8235.496646,0.00104319,0.000910022,0.00013316,0.127646641,1.371197453,5.364242963,1.842061723
660,2.2,80,124.7180002,2,0.095199777,2,0.63,1.47,0,632486.1424,127234.5025,505251.6399,1.5,1.1,1.91E-16,5.56E-16,7.47E-16,3.91208644,2.91208644,0.13398,0.11531,0.018669,0.079843,8908.231124,0.001193525,0.001027208,0.000166308,0.139341693,1.375795394,5.382230506,1.84823858
660,2.2,80,131.6028997,2,0.095199777,2,0.63,1.47,0,702762.3804,141371.6694,561390.711,1.5,1.1,2.12E-16,6.18E-16,8.3E-16,3.91208644,2.91208644,0.14091,0.11977,0.02114,0.088089,9556.447318,0.001346599,0.001144576,0.000202023,0.150024839,1.379692908,5.397477915,1.853474486
660,2.2,80,144.426835,2,0.095199777,2,0.63,1.47,0,843314.8565,169646.0033,673668.8532,1.5,1.1,2.54E-16,7.41E-16,9.96E-16,3.91208644,2.91208644,0.15409,0.12788,0.026205,0.10296,10791.55348,0.00166287,0.001380024,0.000282793,0.17006295,1.386255433,5.423151081,1.862290558
660,2.2,80,156.2394699,2,0.095199777,2,0.63,1.47,0,983867.3326,197920.3372,785946.9954,1.5,1.1,2.97E-16,8.65E-16,1.16E-15,3.91208644,2.91208644,0.16688,0.13549,0.031388,0.11712,11959.55886,0.001995811,0.001620401,0.000375387,0.188087248,1.395186547,5.45809037,1.874288584
660,2.2,80,167.2502016,2,0.095199777,2,0.63,1.47,0,1124419.809,226194.6711,898225.1377,1.5,1.1,3.39E-16,9.88E-16,1.33E-15,3.91208644,2.91208644,0.17897,0.14247,0.036504,0.13162,13073.03604,0.002339681,0.001862515,0.000477218,0.203967145,1.403194302,5.4894174,1.885046173
660,2.2,80,177.6046926,2,0.095199777,2,0.63,1.47,0,1264972.285,254469.0049,1010503.28,1.5,1.1,3.82E-16,1.11E-15,1.49E-15,3.91208644,2.91208644,0.19088,0.14912,0.04176,0.14432,14140.93546,0.002699222,0.002108696,0.000590525,0.218776194,1.412145486,5.524435208,1.897071163
660,2.2,80,187.4091351,2,0.095199777,2,0.63,1.47,0,1405524.761,282743.3388,1122781.422,1.5,1.1,4.24E-16,1.24E-15,1.66E-15,3.91208644,2.91208644,0.20175,0.15497,0.046775,0.15826,15169.91453,0.00306053,0.002350882,0.000709573,0.231846344,1.416898314,5.543028679,1.903456094
660,2.2,80,201.254989,2,0.095199777,2,0.63,1.47,0,1616353.475,325154.8396,1291198.635,1.5,1.1,4.88E-16,1.42E-15,1.91E-15,3.91208644,2.91208644,0.21771,0.16338,0.054334,0.17736,16651.30825,0.003625156,0.002720491,0.000904732,0.24957053,1.425795792,5.577836384,1.915408934
660,2.2,80,214.2406445,2,0.095199777,2,0.63,1.47,0,1827182.189,367566.3405,1459615.849,1.5,1.1,5.51E-16,1.61E-15,2.16E-15,3.91208644,2.91208644,0.2316,0.17033,0.061271,0.19858,18069.4681,0.004184889,0.003077773,0.001107134,0.264555268,1.426924778,5.582253074,1.91692561
660,2.2,80,226.5105516,2,0.095199777,2,0.63,1.47,0,2038010.903,409977.8413,1628033.062,1.5,1.1,6.15E-16,1.79E-15,2.41E-15,3.91208644,2.91208644,0.24447,0.17658,0.067897,0.21927,19433.98226,0.004751026,0.003431653,0.001319509,0.277731419,1.426406236,5.580224493,1.916229002
660,2.2,80,234.3472829,2,0.095199777,2,0.63,1.47,0,2178563.379,438252.1752,1740311.204,1.5,1.1,6.57E-16,1.91E-15,2.57E-15,3.91208644,2.91208644,0.25316,0.18081,0.072355,0.23217,20317.53107,0.005143586,0.003673613,0.001470075,0.285807395,1.428464978,5.58827847,1.918994709
660,2.2,80,245.6516618,2,0.095199777,2,0.63,1.47,0,2389392.094,480663.676,1908728.418,1.5,1.1,7.21E-16,2.1E-15,2.82E-15,3.91208644,2.91208644,0.26471,0.18621,0.078503,0.25238,21608.05855,0.005719869,0.004023637,0.001696297,0.296562276,1.426519601,5.580667986,1.916381296
660,2.2,80,252.9179972,2,0.095199777,2,0.63,1.47,0,2529944.57,508938.0099,2021006.56,1.5,1.1,7.63E-16,2.22E-15,2.99E-15,3.91208644,2.91208644,0.27247,0.18988,0.082592,0.26502,22447.33582,0.006116226,0.0042623,0.00185397,0.30312328,1.427182259,5.583260362,1.917271509
660,2.2,80,263.4561908,2,0.095199777,2,0.63,1.47,0,2740773.284,551349.5107,2189423.773,1.5,1.1,8.27E-16,2.41E-15,3.24E-15,3.91208644,2.91208644,0.28351,0.19507,0.088442,0.284,23677.70151,0.006712865,0.004618809,0.002094103,0.311953723,1.427589452,5.584853338,1.917818531
660,2.2,80,273.6040973,2,0.095199777,2,0.63,1.47,0,2951601.998,593761.0115,2357840.986,1.5,1.1,8.91E-16,2.59E-15,3.48E-15,3.91208644,2.91208644,0.29377,0.19981,0.093956,0.30304,24876.88491,0.007308082,0.00497065,0.002337333,0.319828437,1.426598748,5.580977618,1.916487623
660,2.2,80,283.4026068,2,0.095199777,2,0.63,1.47,0,3162430.712,636172.5124,2526258.2,1.5,1.1,9.54E-16,2.78E-15,3.73E-15,3.91208644,2.91208644,0.30315,0.20417,0.098979,0.32319,26047.82582,0.007896398,0.005318185,0.002578188,0.326501732,1.424586441,5.573105298,1.913784296
660,2.2,80,299.0474895,2,0.095199777,2,0.63,1.47,0,3513811.902,706858.3471,2806953.555,1.5,1.1,1.06E-15,3.09E-15,4.15E-15,3.91208644,2.91208644,0.31962,0.21193,0.1077,0.35201,27943.22147,0.008931212,0.005922007,0.003009485,0.336962643,1.427699538,5.585284002,1.91796642
660,2.2,80,313.9427298,2,0.095199777,2,0.63,1.47,0,3865193.092,777544.1818,3087648.911,1.5,1.1,1.17E-15,3.4E-15,4.56E-15,3.91208644,2.91208644,0.33422,0.21875,0.11547,0.38166,29776.3593,0.009951855,0.006513579,0.003438276,0.345490994,1.427561677,5.584744679,1.917781218
660,2.2,80,328.1879237,2,0.095199777,2,0.63,1.47,0,4216574.283,848230.0165,3368344.266,1.5,1.1,1.27E-15,3.71E-15,4.98E-15,3.91208644,2.91208644,0.34793,0.22527,0.12266,0.4107,31554.6938,0.010978825,0.007108326,0.003870499,0.352542178,1.428084782,5.58679111,1.918483955
660,2.2,80,341.8623475,2,0.095199777,2,0.63,1.47,0,4567955.473,918915.8512,3649039.622,1.5,1.1,1.38E-15,4.01E-15,5.39E-15,3.91208644,2.91208644,0.36057,0.23107,0.1295,0.43701,33284.24482,0.0120013,0.00769099,0.00431031,0.359153562,1.426286684,5.579756797,1.916068397
